overall,vote,reviewTime,reviewText,summary
1,0,2016/12/29,"Crappy wall mount for the following reasons:

1) Comes in several pieces you have to screw together.  The joining bracket makes it harder to level.
2) Only one size of  VESA type screws.  My Samsung TV required a 43-44mm VESA screw.  The one included is considerably shorter.
Other mounts I have purchased have had a variety of VESA screws in the box
3) Silly pull cord which dangles loosely on the wall after mounting.",You may regret it for a newer Samsung TV.
5,0,2017/7/20,Did the trick.  Great for larger video projects.,Great for larger video projects
1,0,2010/2/20,"Junk, save yourself the hassle",1266624000
1,0,2015/7/8,SAME PRODUCT CHEAPER PRICE,1436313600
1,2,2008/4/20,Eye-Fi Review,1208649600
3,0,2016/1/28,Three Stars,1453939200
5,0,2010/3/19,Very helpfull,1268956800
5,0,2015/11/20,I got 32 channels 15 channel of HD... Save money from cable company,Five Stars
4,17,2009/8/8,"Very nice, but overpriced",1249689600
4,0,2015/12/4,Not as good as an Apple branded case but better than a ...,1449187200
1,0,2016/6/18,One Star,1466208000
4,0,2016/5/4,"Batteries work great , but I only received one . So that was frustrating .","Batteries work great, but I only received one"
4,0,2012/4/24,"I've used this microphone a few times now to make voice recordings, and it works well right out of the box.  The sensitivity is good, the clarity is good, and it's about as plug-and-play as it could possibly be.

I did get some ""bumps"" in the recording on certain consonants, like ""b"" and ""p.""  I bought some foam at a hobby store, cut about a 2"" cube, and stuck it over the end of the microphone, and that solved the problem.  I could probably have moved back a bit, or put the microphone off axis as well, but the foam solution seemed to work best.

I've also tried a Dynex USB microphone, and while it performed better in terms of not getting the consonant ""bumps,"" the overall sound of the Dynex wasn't as pleasing; it sounded cold and tinny compared to the Logitech.","Nice microphone, especially with a little foam on top"
3,5,2009/4/19,"I got these speakers from a well known tech deal site for about 1/4 of what Amazon marketplace is currently charging for them so I cannot attest to the value you get at the Amazon price.

However, if you can get these on sale they are a solid value, but in the end I got the feeling I should have spent a bit more money and gotten a better product.

First off the packaging came missing the black cable!  That's just inexcusable sloppiness.

After I got everything out of the excessive plastic wrapping I was easily able to mount the speakers on my walls using push pins.  The speakers are so light that the easily mount with the pins.

Of course the reason they are so light is that they don't have much in the way of quality magnets!  And that means poor sound quality, especially in the mid-range.

The sub is just too small to get any sort of thumping base going, although it does add a nice ""growl"" to movies and games.  It's fun getting in a pickup truck in GTA IV and hearing the engine roar to life.

Everything is controlled through the remote, which makes me worry if I lose it or it breaks; however, the remote itself is intuitive and allows for easy changes to the levels the sub, front, and back speakers.  This is nice because no two surround sound environments are the same, and tweaking is necessary.

All in all this is a decent product (provided you get it at the steep discount) but if you are expecting the sound quality of even a midrange shelf system you are out of luck.  This system gets plenty loud and it's great being surrounded by sound, but listening to music on this system at normal levels is not that enjoyable.  Tweaking your EQ settings helps, but only so much.",Dirt Cheap 5.1 system but sub-par sound quality.
1,0,2012/10/18,"Only good thing I can say is thank goodness for Amazon's return policy and service.

First of all, the cable wasn't as the pictures show.  It was a 10' (as opposed to a 6') with a thick blue colored braid with white stripes. Although I didn't want the extra length, that wasn't my problem with it.  The DVI connector was defective to the point that it wouldn't slide all the way in. It was so far out that the screws couldn't even reach the mating connector threads. Upon visual inspection right next to another DVI cable, you could see that the pins were not properly centered.  What kind of QC is that? Did they even try to mate it?",Defective DVI connector.
4,0,2017/11/21,Perfect size for my project,Four Stars
5,6,2009/1/10,"Stupid Spinning Head, Tape Based Video Cameras!
They all rub a little oxide off the tape as they spin.  And before you know it, the recording head becomes clogged and no longer writes :-(
.
WHAT ARE YOU GONNA DO ???
.
I bought 2 of these cleaner cassettes a couple of years ago, and they have kept my Sony TR-120 running LONG past it's expected lifetime.
.
Soon it'll be time for a new Video Camera.  I am NOT crazy about the current crop of DVD-R based cameras.  Hard-Drive based cameras are the current way to go - - BOTH are power hungry solutions.
.
BUT  !!!
.
With the arrival of Solid-State drives (VERY little battery drain, high reliability, currently expensive, but coming down rapidly) it won't be long before it doesn't matter that these cleaning tapes aren't available any more.
.
Merlin",Has Revived My Sony TR-120 Several Times
4,0,2017/7/19,Fits the Baofeng and works good,Four Stars
4,0,2013/10/6,"My wife and I use these back packs a lot, we carry all our items needed when you have a kid, in the city it can be hard to find items right when you need, so we carry a lot of stuff when we go out, this is great, weight is spread out good, the pads work great, no real pressure areas when wearing.  Over all great for the price.",back pack small
5,0,2017/6/18,"Great memory and a good price.  This PC is fast.  Advanced System Care responded: ""This PC boots faster than 98% of all PC's tested!""
I attribute this to the fast CPU, fast Memory, and fast SSD.",Good Product
1,0,2008/7/30,"This thing is a piece of junk, it quit in the first 3 months took 2 months to replace with a unit thats at least as bad  and has a much worse warranty. It rare for me to be down on a product , but im warning you stay away from this one! Remeber amazons electronics warranty , its not too good then you are dealing with the manufacturer/importer, and im not sure if they are on the same planet with us.",Terrible!
1,0,2010/2/3,You get what you pay for,1265155200
2,0,2015/5/1,Adds lag.,1430438400
2,0,2015/8/24,Dissapointed,1440374400
5,0,2017/11/20,Works with out hiccup. I prefer TP-Link for network products. Tried and owned several of their routers. Not disappointed here.,Recommended
2,19,2006/7/21,I bought this item to record speakers at a convention.  The playback is not as clear as I had hoped.  I am disappointed in the product.,Sound not clear
1,3,2008/12/12,"I cannot recommend this product. The software is difficult to use and very proprietary, and calling Tech support will get you nowhere. THey want extra money for a converter to export your notes to Onenote 2007. This converter is also a crappy piece of software.",Not Recommended
